ZIB_Conceptnaam,ZIB_Conceptcode,ZIB_Conceptwaarde,ZIB_Codestelselnaam,ZIB_Codesysteem_OID,ZIB_Omschrijving,openEHR_Code,openEHR_Text,Commentaar
GDS,1,,Distributievorm,2.16.840.1.113883.2.4.3.11.60.20.77.5.3.8,Geïndividualiseerd distributiesysteem (GDS),,,
